# time	availability	accumulated cost	accumulated revenue	accumulated profit	accumulated downtime	accumulated rejuvenation time	
0 1.0 0.0 0.0 0 0 0
0.00694444 1.0 0.0 0.0 0 0 0
0.0138889 1.0 0.0 0.0 0 0 0
0.0208333 1.0 0.0 0.0 0 0 0
0.0277778 1.0 0.0 0.0 0 0 0
0.0347222 1.0 0.0 0.0 0 0 0
0.0416667 1.0 0.08333333333333333 0.0 0 0 0
0.0486111 1.0 0.08333333333333333 0.0 0 0 0
0.0555556 1.0 0.08333333333333333 0.0 0 0 0
0.0625 1.0 0.08333333333333333 0.0 0 0 0
0.0694444 1.0 0.08333333333333333 0.0 0 0 0
0.0763889 1.0 0.08333333333333333 0.0 0 0 0
0.0833333 1.0 0.08333333333333333 0.0 0 0 0
0.0902778 1.0 0.08333333333333333 0.0 0 0 0
0.0972222 1.0 0.16666666666666666 0.0 0 0 0
0.104167 1.0 0.16666666666666666 0.0 0 0 0
0.111111 1.0 0.16666666666666666 0.0 0 0 0
0.118056 1.0 0.16666666666666666 0.0 0 0 0
0.125 1.0 0.16666666666666666 0.0 0 0 0
0.131944 1.0 0.16666666666666666 0.0 0 0 0
0.138889 1.0 0.16666666666666666 0.0 0 0 0
0.145833 1.0 0.16666666666666666 0.0 0 0 0
0.152778 1.0 0.16666666666666666 0.0 0 0 0
0.159722 1.0 0.25 0.0 0 0 0
0.166667 1.0 0.25 0.0 0 0 0
0.173611 1.0 0.25 0.0 0 0 0
0.180556 1.0 0.25 0.0 0 0 0
0.1875 1.0 0.25 0.0 0 0 0
0.194444 1.0 0.25 0.0 0 0 0
0.201389 1.0 0.25 0.0 0 0 0
0.208333 1.0 0.25 0.0 0 0 0
0.215278 1.0 0.3333333333333333 0.0 0 0 0
0.222222 1.0 0.3333333333333333 0.0 0 0 0
0.229167 1.0 0.3333333333333333 0.0 0 0 0
0.236111 1.0 0.3333333333333333 0.0 0 0 0
0.243056 1.0 0.3333333333333333 0.0 0 0 0
0.25 1.0 0.3333333333333333 0.0 0 0 0
0.256944 1.0 0.3333333333333333 0.0 0 0 0
0.263889 1.0 0.3333333333333333 0.0 0 0 0
0.270833 1.0 0.4166666666666667 0.0 0 0 0
0.277778 1.0 0.4166666666666667 0.0 0 0 0
0.284722 1.0 0.4166666666666667 0.0 0 0 0
0.291667 1.0 0.4166666666666667 0.0 0 0 0
0.298611 1.0 0.4166666666666667 0.0 0 0 0
0.305556 1.0 0.4166666666666667 0.0 0 0 0
0.3125 1.0 0.4166666666666667 0.0 0 0 0
0.319444 1.0 0.4166666666666667 0.0 0 0 0
0.326389 1.0 0.4166666666666667 0.0 0 0 0
0.333333 1.0 0.5 0.0 0 0 0
0.340278 1.0 0.5 0.0 0 0 0
0.347222 1.0 0.5 0.0 0 0 0
0.354167 1.0 0.5 0.0 0 0 0
0.361111 1.0 0.5 0.0 0 0 0
0.368056 1.0 0.5 0.0 0 0 0
0.375 1.0 0.5 0.0 0 0 0
0.381944 1.0 0.5 0.0 0 0 0
0.388889 1.0 0.5833333333333334 0.0 0 0 0
0.395833 1.0 0.5833333333333334 0.0 0 0 0
0.402778 1.0 0.5833333333333334 0.0 0 0 0
0.409722 1.0 0.5833333333333334 0.0 0 0 0
0.416667 1.0 0.5833333333333334 0.0 0 0 0
0.423611 1.0 0.5833333333333334 0.0 0 0 0
0.430556 1.0 0.5833333333333334 0.0 0 0 0
0.4375 1.0 0.5833333333333334 0.0 0 0 0
